Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"W31P4Q07C0190",,"P00002","1","DCA Definitive Contract","$0.00","May 23, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"P00012","1","DCA Definitive Contract","$0.00","Aug 14, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q04C0092",,"P00154","1","DCA Definitive Contract","$96,260.00","Dec 17, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"P00005","1","DCA Definitive Contract","$72,111.00","May 31, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"P00007","1","DCA Definitive Contract","$146,423.00","Jun 20, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q10C0263",,"P00039","1","DCA Definitive Contract","$0.00","Dec 20, 2011",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT)","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q10C0263",,"P00040","1","DCA Definitive Contract","$0.00","Jan 18, 2012",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT)","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q04C0092",,"P00140","1","DCA Definitive Contract","$0.00","Jun 5, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"0","1","DCA Definitive Contract","$2,313,414.00","Apr 17, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"P00001","1","DCA Definitive Contract","$0.00","May 1, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"P00004","1","DCA Definitive Contract","$0.00","May 30, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q07C0190",,"P00046","1","DCA Definitive Contract","$0.00","Apr 16, 2008",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q19C0076",,"P00069","2","DCA Definitive Contract","$117,168.00","Jul 29, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00074","1","DCA Definitive Contract","$297,539,416.00","Sep 13, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00075","2","DCA Definitive Contract","$411,264.00","Aug 31, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q23D0014",,"0",0,"IDC Indefinite Delivery Contract","$0.00","May 2, 2023","Apr 25, 2023","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","5342","HARDWARE, WEAPON SYSTEM","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q04C0136",,"P00053","2","DCA Definitive Contract","$0.00","Jan 5, 2007",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1420","GUIDED MISSILE COMPONENTS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q13C0129",,"P00217","1","DCA Definitive Contract","$0.00","Jun 30, 2022",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q13C0129",,"P00218","1","DCA Definitive Contract","$0.00","Jul 29, 2022",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00072","1","DCA Definitive Contract","$0.00","Aug 4, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00078","1","DCA Definitive Contract","$0.00","Aug 31, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00079","1","DCA Definitive Contract","$597,042.00","Sep 29, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00090","1","DCA Definitive Contract","-$132,288.00","Jul 12, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00069","1","DCA Definitive Contract","$234,336.00","Jul 29, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00076","1","DCA Definitive Contract","$0.00","Aug 31, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00085","1","DCA Definitive Contract","$190,686.96","Feb 27, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00094","1","DCA Definitive Contract","$0.00","Aug 3, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00095","1","DCA Definitive Contract","$92,410,967.76","Aug 15, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q07C0190",,"P00029","1","DCA Definitive Contract","$0.00","Jan 8, 2008",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","541330","ENGINEERING SERVICES","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q19C0076",,"P00082","1","DCA Definitive Contract","$1,440,416.08","Feb 7, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00084","1","DCA Definitive Contract","$0.00","Jan 20, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00087","2","DCA Definitive Contract","$148,824.00","Apr 25, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00089","2","DCA Definitive Contract","$373,497.60","Jun 23, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00095","2","DCA Definitive Contract","$24,575,083.38","Aug 15, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00097","1","DCA Definitive Contract","$0.00","Aug 28, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q04C0136",,"P00051","2","DCA Definitive Contract","$0.00","Nov 3, 2006",,"2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1420","GUIDED MISSILE COMPONENTS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857069367",,,"WGB7GAKM7A68","KLW3ZYL15493","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE",,
"W31P4Q19C0076",,"P00073","1","DCA Definitive Contract","$0.00","Jul 29, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00074","2","DCA Definitive Contract","$13,632,284.00","Sep 13, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00080","1","DCA Definitive Contract","$0.00","Oct 27, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00081","1","DCA Definitive Contract","$0.00","Dec 2, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00082","2","DCA Definitive Contract","$149,008.56","Feb 7, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","85756","NONE","NONE OF THE ABOVE","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00083","1","DCA Definitive Contract","$0.00","Dec 5, 2022","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00086","1","DCA Definitive Contract","$0.00","Feb 28, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
"W31P4Q19C0076",,"P00087","1","DCA Definitive Contract","$2,166,216.00","Apr 25, 2023","Jul 31, 2018","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1427","GUIDED MISSILE SUBSYSTEMS","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","TUCSON","AZ","857569367","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","WGB7GAKM7A68","PPLZG8J3N9D4","RAYTHEON COMPANY","RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE","0FCZ3",
